uid,brand,year,model,title,usedOrNew,transmission,engine,driveType,fuelType,fuelConsumption,kilometres,cylindersInEngine,bodyType,suburb,state,doors,seats,extColour,intColour,price
dd5f8ce5-35ec-4025-be55-723a94d3d9a2,Ford,2014,Ecosport,Trend,USED,Manual,1.0,Front,Premium,5.7,84902,3.0,SUV,Wangara,WA,4,5,Yellow,Black,11990
315b9ca3-b177-4451-b548-2218878b8f43,Ford,2015,Kuga,Ambiente (fwd),USED,Automatic,1.5,Front,Premium,7.2,93674,4.0,SUV,Upper Ferntree Gully,VIC,4,5,White,Black,19990
a3b3128a-e3ad-42ff-ae99-19238339a4ef,Ford,2008,Falcon,XR6,USED,Automatic,4.0,Rear,Unleaded,11.5,118601,6.0,Sedan,Carss Park,NSW,4,5,Red,Black,15990
34e3d56a-17fe-4b05-901d-99f807726556,Ford,2022,Everest,Trend (4X2),USED,Automatic,2.0,Rear,Diesel,7.1,16987,4.0,SUV,Berrimah,NT,4,7,White,Grey,68490
ad594701-ae97-4065-abd8-adf288cc64fd,Ford,2016,Ranger,Wildtrak 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,85220,5.0,Ute / Tray,Berwick,VIC,4,5,White,Leather,49999
05f72b88-42ef-4ceb-9469-cc11a3de1c70,Ford,2019,Ranger,Wildtrak 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.9,131554,5.0,Ute / Tray,Epping,VIC,4,5,White,Black,50705
6e085fea-7703-479e-ad82-d6867e83620d,Ford,2021,Mustang,Mach 1,USED,Manual,5.0,Rear,Premium,13.9,1939,8.0,Hatchback,Myaree,WA,2,4,Grey,Black,114990
33d46f98-e91e-4298-b0f1-2bb6c71a6f04,Ford,2018,Mustang,GT 5.0 V8,USED,Automatic,5.0,Rear,Premium,12.7,7737,8.0,Convertible,Sunbury,VIC,2,4,Silver,Black,66990
56ed3efd-3c53-453b-8bd0-bde80db261c7,Ford,2010,Falcon,G6E,USED,Automatic,4.0,Rear,Unleaded,10.1,110989,6.0,Sedan,Morley,WA,4,5,Black,Black,14760
98c87bbb-6261-4058-a0b1-6c24b15e2b55,Ford,2018,Ranger,XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.3,110050,5.0,Ute / Tray,Mile End,SA,4,5,White,Cloth,36996
6dc2fd4e-06b8-48ef-848e-c6eb98e7281a,Ford,2020,Fiesta,ST,USED,Manual,1.5,Front,Premium,6.3,38774,3.0,Hatchback,North Wollongong,NSW,5,5,Blue,Black,30888
ebc057c4-fd07-4c19-b16f-07b0807f48c3,Ford,2018,Ranger,XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.8,105489,5.0,Ute / Tray,Moorabbin,VIC,4,5,White,Black,42990
a89d058e-7a11-47e4-bd1a-7c8bb2bba05c,Ford,2010,Falcon,G6E 50TH Anniversary,USED,Automatic,4.0,Rear,Unleaded,9.9,117800,6.0,Sedan,New Lambton,NSW,4,5,Black,Black,19990
fe892fab-cd92-4aa6-9978-d898496453c6,Ford,2013,Ranger,Wildtrak 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.6,178132,5.0,Ute / Tray,Slacks Creek,QLD,4,5,Black,Black,32990
57d2b092-b406-4211-871d-c13df32083c6,Ford,2019,Ranger,Wildtrak 2.0 (4X4),USED,Automatic,2.0,4WD,Diesel,7.4,83669,4.0,Ute / Tray,Frankston,VIC,4,5,White,Leather,55990
f60babe8-9fff-4ed2-8e17-8ee4a243f733,Ford,2017,Escape,Titanium (awd),USED,Automatic,2.0,AWD,Diesel,5.6,109723,4.0,SUV,Granville,NSW,4,5,White,Leather,22990
9deffe60-14c6-4b0e-8b8f-e164ef778df3,Ford,2016,Ranger,XLS 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,105717,5.0,Ute / Tray,Port Macquarie,NSW,4,5,Grey,Black,37990
a2a40e7a-b3ec-4ff9-ad42-3550c4925ef0,Ford,2016,Focus,Sport,USED,Manual,1.5,Front,Unleaded,5.8,67740,4.0,Hatchback,Armidale,NSW,5,5,Silver,Black,18990
3e46263a-b910-483d-a1f8-8a5bf59840e4,Ford,2022,Ranger,Wildtrak 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.9,13614,5.0,Ute / Tray,Myaree,WA,4,5,White,Black,64990
9431c608-23fd-4825-9b90-42982cb6c0ca,Ford,2010,Falcon,XR6T 50TH Anniversary,USED,Manual,4.0,Rear,Unleaded,12.7,171461,6.0,Ute / Tray,Archerfield,QLD,2,2,Black,Black Leather,31990
8c0dade6-8be4-4107-915b-4ff06715fb73,Ford,2018,Ranger,XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.9,146513,5.0,Ute / Tray,Hoppers Crossing,VIC,4,5,Silver,Grey,41990
f613ba5e-c46d-49f2-bd86-eced1c3e9b19,Ford,2018,Everest,Trend (4WD) (5 YR),USED,Automatic,3.2,4WD,Diesel,8.5,110190,5.0,SUV,Belconnen,ACT,4,7,Silver,Cloth,41740
14510ede-d150-444b-9a03-60edf1ea7466,Ford,2017,Ranger,FX4 Special Edition,USED,Automatic,3.2,4WD,Diesel,9.0,137897,5.0,Ute / Tray,Muswellbrook,NSW,4,5,Silver,Black Leather,42888
4109c2c9-31d5-4d02-a89e-c9f64550be88,Ford,2011,Territory,Titanium (4X4),USED,Automatic,2.7,AWD,Diesel,9.0,328463,6.0,SUV,Wauchope,NSW,4,7,Black,Black,9750
779b807a-355f-4deb-883c-fea511dda219,Ford,2022,Escape,ST-Line (fwd),USED,Automatic,2.0,Front,Premium,8.6,2512,4.0,SUV,Myaree,WA,4,5,Grey,Black,38999
7151a585-32fb-4848-a0b4-d2522e8e8f32,Ford,2017,Ranger,XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.8,79574,5.0,Ute / Tray,Greenway,ACT,4,5,White,Black,34300
2214c047-f923-4544-b785-5e27fdba4f02,Ford,2017,Focus,Trend,USED,Automatic,1.5,Front,Unleaded,6.2,87056,4.0,Hatchback,Cannington,WA,5,5,White,Black,20990
116ffc2b-3b36-4a60-9a9e-c33152c94466,Ford,2017,Focus,ST2,USED,Manual,2.0,Front,Premium,7.3,65025,4.0,Hatchback,Berrimah,NT,5,5,Blue,Grey,28990
b847dc28-9d9b-48db-9bc6-4f4dfd91ca47,Ford,2011,Territory,Titanium (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,175728,6.0,SUV,Castle Hill,NSW,4,7,Black,Black,15990
204e84b6-91fd-4039-8660-93def0fbf50e,Ford,2019,Ranger,XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.9,85431,5.0,Ute / Tray,Port Melbourne,VIC,4,5,Black,Black,49990
15cedafb-daf8-417c-ae26-c514a05b152c,Ford,2022,Everest,Trend (4X2),USED,Automatic,2.0,Rear,Diesel,7.1,15725,4.0,SUV,Warwick Farm,NSW,4,7,White,Grey,66900
5826e36e-6801-40a9-a6f7-82f3dad5f2ec,Ford,2019,Escape,Ambiente (fwd),USED,Manual,1.5,Front,Premium,6.3,24559,4.0,SUV,Chermside,QLD,4,5,White,Grey,24999
310ba6bf-76f6-4d58-a05d-7a77d9bbfa99,Ford,2022,Mustang,GT 5.0 V8,USED,Manual,5.0,Rear,Premium,13.0,3750,8.0,Hatchback,Granville,NSW,2,4,Grey,Asher Gray,79990
978d52ed-9e26-4e3c-8a72-f3af5bfc17ec,Ford,2014,Focus,Trend,USED,Automatic,2.0,Front,Unleaded,6.6,136156,4.0,Hatchback,Minchinbury,NSW,5,5,White,Black,9995
7971a776-9071-43a6-8707-32bc1de562a9,Ford,1996,Fairmont,Ghia,USED,Automatic,4.9,Rear,Unleaded,14.5,432939,8.0,Sedan,Minchinbury,NSW,4,5,White,Beige Leather,7995
741524b2-fa0e-4c8c-8425-43d086a5851f,Ford,2018,Escape,Trend (fwd),USED,Automatic,1.5,Front,Premium,7.2,94200,4.0,SUV,Mornington,VIC,4,5,Grey,Grey,22888
e90c15f5-141e-4763-8fe3-9471eac8d6cd,Ford,2017,Ranger,XL 2.2 (4X4),USED,Automatic,2.2,4WD,Diesel,8.1,158001,4.0,Ute / Tray,Enfield,SA,4,5,White,Grey,28990
9ba4bddc-ec53-45ec-997e-75b31c380ded,Ford,2010,Falcon,G6E,USED,Automatic,4.0,Rear,Unleaded,10.1,521771,6.0,Sedan,Minchinbury,NSW,4,5,Silver,Black Leather,6880
7d248509-ebe6-416d-907b-9cb3daedd9b6,Ford,2015,Focus,Trend,USED,Automatic,1.5,Front,Unleaded,6.2,40890,4.0,Hatchback,Geelong,VIC,5,5,Black,Black,18990
a55a6413-e17b-4ba1-9d65-90f0f67c1a7e,Ford,2020,Everest,Ambiente (rwd 5 Seat),USED,Automatic,3.2,Rear,Diesel,6.9,49667,5.0,SUV,Frankston,VIC,4,5,Blue,Black,47888
aa31ad7b-77e2-4291-8a9b-8cb1403b9a57,Ford,2016,Everest,Trend (rwd),USED,Automatic,3.2,Rear,Diesel,8.5,97013,5.0,SUV,Edgewater,WA,4,7,Blue,Black,34991
4595a912-9603-4616-944b-b865f4cdb3a5,Ford,2017,Mustang,Fastback GT 5.0 V8,USED,Manual,5.0,Rear,Premium,13.1,60212,8.0,Coupe,Reynella,SA,2,4,White,Ebony Interior Trend Mni Perf Ov Milled Pbl,48999
279c6586-0a0c-4de0-8363-d41406aacc1e,Ford,2016,Territory,TX (rwd),USED,Automatic,4.0,Rear,Unleaded,10.2,199971,6.0,SUV,Geelong,VIC,4,5,Silver,Grey,16888
2d31b2ea-12cb-4e2a-8e6a-8925862654fc,Ford,2017,Everest,Trend (4WD),USED,Automatic,3.2,4WD,Diesel,8.5,76635,5.0,SUV,Brookvale,NSW,4,7,Red,Black,40980
46516d6f-1ced-4d2f-bf22-a891d625d9af,Ford,2003,Falcon,Futura,USED,Automatic,4.0,Rear,Unleaded,11.5,112694,6.0,Sedan,Mordialloc,VIC,4,5,Red,Black,7499
4db4b260-5d61-4d4e-8177-4763f6a94995,Ford,2017,Ranger,XLS 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,97757,5.0,Ute / Tray,Eagle Farm,QLD,4,5,White,Black,44990
7a2bfc72-3f0e-46ce-a607-5900a05cd18d,Ford,2021,Everest,Trend (4WD),USED,Automatic,2.0,4WD,Diesel,7.0,71456,4.0,SUV,Bairnsdale,VIC,4,7,Blue,Black,56990
854f3179-ceb4-41bf-a707-97f02db905b9,Ford,2011,Territory,Titanium (rwd),USED,Automatic,4.0,Rear,Unleaded,10.6,145385,6.0,SUV,Edgewater,WA,4,7,White,Black,16889
71f7f088-8afa-4c87-bc02-07b621642bf7,Ford,2006,Focus,CL,USED,Automatic,2.0,Front,Unleaded,8.0,172472,4.0,Hatchback,Tuggerah,NSW,5,5,Silver,Grey,6990
11ca751b-a93b-4ceb-a021-5d29bd7781d7,Ford,2018,Ranger,XLS 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.7,101066,5.0,Ute / Tray,Clarkson,WA,4,5,Black,Grey,46888
dffb5dc6-f899-4976-933b-14e327cabf67,Ford,2003,Falcon,XR8,USED,Manual,5.4,Rear,Unleaded,12.5,235952,8.0,Ute / Tray,Wangara,WA,2,2,Blue,Black,20990
e39d3fd6-6acf-42d6-8a53-5ab5f6b1f550,Ford,2017,Ranger,XLT 3.2 HI-Rider (4X2),USED,Automatic,3.2,Rear,Diesel,8.5,130525,5.0,Ute / Tray,Brookvale,NSW,4,4,White,Black,30980
178e3d79-3fcf-4c9c-a9b7-8d48d4da1434,Ford,2017,Everest,Trend (4WD),USED,Automatic,3.2,4WD,Diesel,8.5,87811,5.0,SUV,Rockingham,WA,4,7,Silver,Black,43885
c55692c4-2a9c-40b8-a93b-f8a2f91b3981,Ford,2011,Territory,TX (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,175452,6.0,SUV,Springwood,QLD,4,5,Silver,Black,9999
a139417c-27a5-45ec-b6eb-8955daa55e46,Ford,2016,Mustang,Fastback GT 5.0 V8,USED,Automatic,5.0,Rear,Premium,12.6,32700,8.0,Coupe,Myaree,WA,2,4,Grey,Black,59990
cd9755f3-3ed2-4bbc-af1b-84f2510d4f6e,Ford,2010,Ranger,XL (4X4),USED,Manual,3.0,4WD,Diesel,9.3,243558,4.0,Ute / Tray,Moss Vale,NSW,2,2,White,Grey,12888
d242937a-2a9e-4fc2-9321-f4ac05cab079,Ford,2015,Ranger,XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,108412,5.0,Ute / Tray,Singleton,NSW,4,5,Blue,Grey,38990
ae2134f7-5bb1-4a8d-a1a2-0aa346ae360e,Ford,2015,Ranger,XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,229445,5.0,Ute / Tray,Brooklyn,VIC,4,5,Blue,Black,29864
791af6a9-d087-473d-88a2-dcd6f7cb3f22,Foton,2017,Tunland,(4X4),USED,Manual,2.8,4WD,Diesel,8.7,98801,4.0,Ute / Tray,Archerfield,QLD,4,5,Red,Grey,15990
6f37ed15-d31d-4e95-a8a0-19a0c6b151c6,GWM,2021,UTE,Cannon-L (4X4),USED,Automatic,2.0,4WD,Diesel,9.4,6665,4.0,Ute / Tray,Brown Hill,VIC,4,5,Blue,Black,38990
a8d7407b-cb18-4982-81e4-59c5d86bc860,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,22,4.0,Ute / Tray,Caloundra West,QLD,4,5,Blue,Black,47995
19866a4a-8571-4689-aa78-3e9f0a3484f3,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,4.0,Ute / Tray,Kirrawee,NSW,4,5,White,Black,47490
343e006c-2e2a-44a5-8861-24d929f60bbd,GWM,2021,Haval,H6 LUX,USED,Automatic,2.0,Front,Premium,9.8,17584,4.0,SUV,East Maitland,NSW,4,5,Blue,Black,34990
e81ee3a3-d964-4c0b-ad8a-be3641eebf72,GWM,2023,UTE,Cannon-L (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,11,4.0,Ute / Tray,Chullora,NSW,4,5,White,Charcoal Comfort,43490
61bf1203-71fa-4a3c-8a35-a56cb3eddcb3,GWM,2023,Haval,Jolion Ultra Hybrid,NEW,Automatic,1.5,Front,Hybrid,5.0,7,4.0,SUV,Kirrawee,NSW,4,5,White,Black,40990
a9cdee28-6d71-4da0-a38c-ef40d8cde1ae,GWM,2023,Haval,H6 LUX Hybrid,NEW,-,1.5,Front,-,9.8,12,4.0,SUV,Kedron,QLD,4,5,White,Charcoal,42490
e9b2ca34-ff52-4fe8-9d36-bf421b892d95,GWM,2023,UTE,Cannon-L (4X4),DEMO,Automatic,2.0,4WD,Diesel,9.4,674,4.0,Ute / Tray,Hillcrest,QLD,4,5,White,Black,40988
3b818dfb-16fe-4f6f-8610-434c00b90abc,GWM,2022,Haval,H6 Premium,NEW,Automatic,2.0,Front,Premium,9.8,25,4.0,SUV,Kedron,QLD,4,5,Grey,Black Cloth,33485
8f165dde-4888-4c6d-8735-0887b72ae763,GWM,2022,Haval,H6 Ultra Hybrid,DEMO,-,1.5,Front,Hybrid,5.2,1211,4.0,SUV,Springwood,QLD,4,5,White,Black,42893
e56f92cb-50fb-4679-897c-913ca3bd0153,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,4.0,Ute / Tray,Kirrawee,NSW,4,5,Black,Black,48085
d9274d3d-da16-4b46-8bf2-6eaf90b812cc,GWM,2022,Haval,H6 Premium,NEW,Automatic,2.0,Front,Premium,9.8,13,4.0,SUV,Kedron,QLD,4,5,Black,Black Cloth,33485
324e0b42-2ca6-4df1-9c54-4e9bf7a61b40,GWM,2022,Haval,H6GT Ultra (4WD),DEMO,Automatic,2.0,4WD,Unleaded,8.4,310,4.0,SUV,Hillcrest,QLD,4,5,Grey,Black,44260
f8ea501a-bd2d-4c63-90fc-bc5a2637be5a,GWM,2023,Haval,Jolion Premium,NEW,Automatic,1.5,Front,Premium,8.1,12,4.0,SUV,Kedron,QLD,4,5,Black,Black Cloth,28985
d91c5d27-769f-4961-88b7-c61691e1d3f5,GWM,2021,UTE,Cannon (4X4),USED,Automatic,2.0,4WD,Diesel,9.4,7105,4.0,Ute / Tray,Deer Park,VIC,4,5,White,Black,38990
a472b5bd-fd71-40bc-96bb-4a5868b7cb63,GWM,2022,Haval,Jolion Premium,USED,Automatic,1.5,Front,Premium,8.1,3000,4.0,SUV,Sebastopol,VIC,4,5,White,Black,30490
1ffd511d-4a72-49fe-b3ea-4c47aa0f2539,GWM,2023,ORA,Standard Range,DEMO,Automatic,,Front,Electric,0.0,177,,Hatchback,Belconnen,ACT,5,5,White,Charcoal Comfort,43990
688e05bc-5daf-4147-9d1b-beeed61531f2,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,16,4.0,Ute / Tray,Kedron,QLD,4,5,Black,Charcoal Comfort,48085
6eecebee-60c6-4a5a-8c43-03a8b1044e17,GWM,2022,UTE,Cannon-X (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,4.0,Ute / Tray,Kirrawee,NSW,4,5,Black,Black,44085
7205f0a2-7e3c-45a6-9034-50c9dbe862f9,GWM,2022,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,24,4.0,Ute / Tray,Kedron,QLD,4,5,Red,Charcoal Comfort,46085
887ac369-bcec-4385-aada-ba24762830cc,GWM,2023,Haval,H6 Ultra AWD,NEW,Automatic,2.0,AWD,Premium,9.8,40,4.0,SUV,Traralgon,VIC,4,5,Black,Black,41485
cf9d8da4-4933-4a85-bf3c-22cb7d39ae3e,GWM,2022,Haval,H6GT Ultra (4WD),NEW,Automatic,2.0,4WD,Unleaded,8.4,20,4.0,SUV,Kirrawee,NSW,4,5,White,Black,46490
7544c383-e4f6-44d1-b731-0273640fd7bf,GWM,2023,Haval,H6 LUX,NEW,Automatic,2.0,Front,Premium,9.8,20,4.0,SUV,Belconnen,ACT,4,5,Red,Charcoal Comfort,35985
9a4c6842-8e4d-4620-8af1-b863ac9ddfc3,GWM,2023,Haval,Jolion LUX,NEW,Automatic,1.5,Front,Premium,8.1,22,4.0,SUV,Caloundra West,QLD,4,5,Black,Black,31485
57ee6fa7-451c-4035-bed2-51863816b715,GWM,2023,Tank,300 Ultra Petrol,NEW,Automatic,2.0,4WD,-,9.5,17,4.0,SUV,Kedron,QLD,4,5,White,Charcoal Comfort,51585
d3f15fa0-cdb2-49e8-853e-561178fad261,GWM,2023,Haval,Jolion LUX Hybrid,NEW,Automatic,1.5,Front,-,5.0,7,4.0,SUV,Kirrawee,NSW,4,5,Blue,Black,37485
b926d62d-cd63-41d6-a2ae-6e8ef7dffa17,GWM,2022,Haval,H6GT Ultra (4WD),DEMO,Automatic,2.0,4WD,Unleaded,8.4,22,4.0,SUV,Gympie,QLD,4,5,White,Black,46490
f98f097e-8c12-4610-a961-692f916716c5,GWM,2022,Haval,H6GT Ultra (4WD),USED,Automatic,2.0,4WD,Unleaded,8.4,11910,4.0,SUV,Rocklea,QLD,4,5,Grey,Black,43990
1f95cdfc-0b3e-4340-8984-d2e66339e5eb,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,4.0,Ute / Tray,Kirrawee,NSW,4,5,Black,Black,46888
167afb0b-3fdd-43b4-8b2f-5881f71c8343,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,16,4.0,Ute / Tray,Kedron,QLD,4,5,White,Charcoal Comfort,47490
e097d664-f943-4743-a8c7-00a8eda821a0,GWM,2022,UTE,Cannon-L (4X4),DEMO,Automatic,2.0,4WD,Diesel,9.4,21,4.0,Ute / Tray,Belconnen,ACT,4,5,Grey,Charcoal Comfort,41985
a9bb5127-4026-4ddd-af95-53e22b4b75c4,GWM,2022,Haval,H6 Premium,NEW,Automatic,2.0,Front,Premium,9.8,12,4.0,SUV,Kedron,QLD,4,5,White,Black Cloth,32990
ecd072ef-6571-4949-a493-6ad07b489890,GWM,2022,Haval,H6 Ultra AWD,USED,Automatic,2.0,AWD,Premium,9.8,11894,4.0,SUV,Moorooka,QLD,4,5,Blue,Black,36990
7d0ce36b-4cc3-4dc9-8e99-4dcbc0d88ce8,GWM,2023,Haval,Jolion LUX Hybrid,NEW,Automatic,1.5,Front,-,5.0,7,4.0,SUV,Kirrawee,NSW,4,5,White,Black,36990
0f24ccdf-44f8-4222-875a-8630f0f57268,GWM,2022,Haval,H6 Ultra AWD,DEMO,Automatic,2.0,AWD,Premium,9.8,2426,4.0,SUV,Hillcrest,QLD,4,5,Grey,Black,39211
411d47c9-6c37-4184-94ba-d3aedaa1a458,GWM,2023,Haval,H6GT Ultra (4WD),NEW,Automatic,2.0,4WD,Unleaded,8.4,15,4.0,SUV,Kedron,QLD,4,5,Red,Charcoal,46985
8c826673-3113-4567-add3-4329603bfd0d,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,20,4.0,Ute / Tray,Moorooka,QLD,4,5,Red,Black,48085
cb635fce-7f40-4d11-b852-4c9eed42bb01,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,40,4.0,Ute / Tray,Traralgon,VIC,4,5,White,Black,47490
1e5f7973-9a7c-434a-ada0-70e2ec0ad9d4,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,22,4.0,Ute / Tray,Caloundra West,QLD,4,5,White,Black,47490
44d2fb52-d3c8-4719-8842-9a3c2533371c,GWM,2023,Haval,Jolion Premium,NEW,Automatic,1.5,Front,Premium,8.1,13,4.0,SUV,Kedron,QLD,4,5,White,Black Cloth,28490
099d1287-d462-4f39-bca2-c24bbe8284a1,GWM,2023,Tank,300 Ultra Petrol,DEMO,Automatic,2.0,4WD,-,9.5,20,4.0,SUV,Kedron,QLD,4,5,White,Charcoal Comfort,51585
a6157efe-6bc0-4fae-a2b7-3fb3ed44c2bd,GWM,2023,Tank,300 Ultra Petrol,NEW,Automatic,2.0,4WD,-,9.5,18,4.0,SUV,Kedron,QLD,4,5,White,Charcoal Comfort,51585
9b7d8878-9fcf-4b6e-8495-a1cff6fb4caf,GWM,2022,UTE,Cannon-L (4X4),USED,Automatic,2.0,4WD,Diesel,9.4,3440,4.0,Ute / Tray,West Gladstone,QLD,4,5,White,Black,49990
0c951f9e-7603-4937-bff4-4e4481e8342b,GWM,2022,Haval,H6GT LUX (2WD),DEMO,Automatic,2.0,Front,Unleaded,7.5,391,4.0,SUV,Hillcrest,QLD,4,5,White,Black,38798
7d70ba7c-5b8b-43ef-b8cd-4f894f4a46dc,GWM,2023,Tank,300 Ultra Hybrid,NEW,Automatic,2.0,4WD,Hybrid,10.3,22,4.0,SUV,Preston,VIC,4,5,Black,Black,60990
a542b0a4-1dda-4c08-9c38-80d3daacd1c8,GWM,2022,Haval,H6 Vanta AWD,DEMO,Automatic,2.0,AWD,Premium,9.8,10,4.0,SUV,Belconnen,ACT,4,5,Black,Charcoal Comfort,42490
b46907f0-26f0-485c-959f-cdcb08e8024d,GWM,2023,Haval,Jolion LUX,DEMO,Automatic,1.5,Front,Premium,8.1,466,4.0,SUV,Hillcrest,QLD,4,5,White,Black,29820
e339f121-9078-47b7-804b-10eb77971f8f,GWM,2023,Tank,300 Ultra Petrol,DEMO,Automatic,2.0,4WD,-,9.5,15,4.0,SUV,Kedron,QLD,4,5,Orange,Charcoal Comfort,51585
cc24292d-ce1a-4f5a-9a31-38f4a7c9d755,GWM,2023,UTE,Cannon-L (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,30,4.0,Ute / Tray,Kirrawee,NSW,4,5,White,Black,43490
654f448c-7540-47be-b237-cb1d2a3a2c47,GWM,2023,UTE,Cannon (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,22,4.0,Ute / Tray,Kirrawee,NSW,4,5,White,Black,38990
70fc7600-0fa8-4258-8c7d-21517f09776c,GWM,2023,UTE,Cannon (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,4.0,Ute / Tray,Kirrawee,NSW,4,5,Silver,Black,39585
02eb5beb-fd0c-4ab6-b9bc-13c162605f94,GWM,2023,ORA,Standard Range,DEMO,Automatic,,Front,Electric,0.0,15,,Hatchback,Kirrawee,NSW,5,5,Black,Black,45550
b47c0bab-d883-477d-afa2-5695152ee182,GWM,2021,UTE,Cannon (4X4),USED,Automatic,2.0,4WD,Diesel,9.4,14886,4.0,Ute / Tray,Biloela,QLD,4,5,Black,Black,37997
75cba024-5bc7-4c62-838f-a9dd52876c2f,GWM,2023,Haval,Jolion Premium,NEW,Automatic,1.5,Front,Premium,8.1,10,4.0,SUV,Kedron,QLD,4,5,White,Black Cloth,28490
1567b69c-2dd7-4413-bdbc-ef02f54cde9d,GWM,2022,Haval,H6GT Ultra (4WD),NEW,Automatic,2.0,4WD,Unleaded,8.4,14,4.0,SUV,Kedron,QLD,4,5,Blue,Charcoal,46985
900c1b99-7a51-4ee1-9a10-8cdb8c737150,GWM,2022,Haval,H6GT LUX (2WD),NEW,Automatic,2.0,Front,Unleaded,7.5,10,4.0,SUV,Hillcrest,QLD,4,5,Red,Black,41485
234a60f8-b18d-40fc-a88c-8823e468183d,GWM,2023,Tank,300 Ultra Petrol,DEMO,Automatic,2.0,4WD,-,9.5,402,4.0,SUV,Springwood,QLD,4,5,Orange,Black,49994
dbbd3427-dbe1-4e8e-a613-aff46dd31574,GWM,2023,Haval,Jolion Premium,DEMO,Automatic,1.5,Front,Premium,8.1,14,4.0,SUV,Kedron,QLD,4,5,White,Black Cloth,28490
ce67794a-b51e-469f-b6ef-218bb762c0c3,GWM,2021,Haval,Jolion Premium,USED,Automatic,1.5,Front,Premium,8.1,27758,4.0,SUV,Kedron,QLD,4,5,White,Cloth,23998
7695cd91-b416-4482-98a5-734c1a7d09f7,GWM,2022,Haval,Jolion Ultra,DEMO,Automatic,1.5,Front,Premium,8.1,522,4.0,SUV,Springwood,QLD,4,5,Black,Black,31195
d5bb47f7-45e9-4820-84de-944aad77e3cf,GWM,2022,Haval,H6 Ultra AWD,NEW,Automatic,2.0,AWD,Premium,9.8,10,4.0,SUV,Kirrawee,NSW,4,5,White,Black,41990
f26bb04b-84c7-40c1-b0c3-5cb2365e479d,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,22,4.0,Ute / Tray,Caloundra West,QLD,4,5,White,Black,47995
a204089d-b14c-4407-a871-54213560938c,GWM,2022,Haval,Jolion LUX,NEW,Automatic,1.5,Front,Premium,8.1,15,4.0,SUV,Albion Park Rail,NSW,4,5,White,Black,36990
48fb34f0-7d67-4979-bec1-039f9d88fb95,GWM,2023,UTE,Cannon Vanta (4X4),NEW,Automatic,2.0,4WD,Diesel,9.4,7,4.0,Ute / Tray,Kirrawee,NSW,4,5,White,Black,46388
5d2bd812-2183-4025-b534-8ab28eaf105e,GWM,2023,Haval,Jolion Ultra,NEW,Automatic,1.5,Front,Premium,8.1,22,4.0,SUV,Caloundra West,QLD,4,5,Blue,Black,34485
a2836bce-7d8d-468c-a866-7ace764bbabe,GWM,2022,Haval,Jolion Ultra Hybrid,USED,Automatic,1.5,Front,Hybrid,5.0,14651,4.0,SUV,Morley,WA,4,5,Grey,Black,34998
fb0bd0b5-51a1-415d-bfb6-5b5229aee015,GWM,2023,Haval,Jolion LUX Hybrid,DEMO,Automatic,1.5,Front,-,5.0,500,4.0,SUV,Kedron,QLD,4,5,Grey,Charcoal,37485
